Merchant_ID,Merchant_Name,Industry,Merchant_Segment,Location_Region,Subscription_Start_Date,Months_Since_Subscription,POS_Terminal_Model,Avg_Monthly_Transaction_Volume,Avg_Monthly_Transaction_Value,Avg_Transaction_Value,Transaction_Frequency_Score,Uptime_Percentage,Customer_Support_Tickets_Monthly,Avg_Resolution_Time_Tickets_Days,Feature_Adoption_Score,Payment_Success_Rate,Payment_Failure_Rate,Dispute_Rate,Technical_Issues_Reported,Feedback_Score_Monthly,Days_Since_Last_Transaction,POS_Cost,Monthly_Rental_Fee,MDR_Rate,LTV,Churned,Churn_Reason
M-1383,Raymond (Branch 11),Retail,Small,Central,29-12-2023,0,Dynamic Soundbox,684,379940.2034,555.4681337,0.659113522,97.15486567,7,1.687886818,0.781043121,96.48608723,3.513912768,3.279171938,4,1.620374425,80,3827,250,2,0,0,None
M-1384,Flipkart (Branch 10),Education,Large,South,14-08-2023,4,Android Smart Mini POS,706,603560.7788,854.9019529,0.629569961,98.51078598,4,1.256815816,0.743991719,94.3754822,5.624517804,1.588737823,0,4.290864855,102,14224,400,1.2,36213.64673,0,None
M-1385,Titan (Branch 8),Entertainment,Medium,West,06-08-2023,4,Android Smart POS,232,201486.252,868.4752242,0.639540351,96.67594462,2,2.606261779,0.0529558,95.3550758,4.644924205,0.726380585,1,4.026929253,162,19824,500,1.8,14507.01014,0,None
M-1386,Lenskart (Branch 7),Food & Beverage,Medium,North,10-06-2023,6,Android Smart POS,409,336807.6603,823.490612,0.23515557,98.69274721,11,6.192245873,0.878621597,97.05306234,2.946937663,2.040070835,1,3.554501596,87,19824,500,1.8,30312.68943,0,None
M-1387,Croma (Branch 11),Retail,Large,South,11-09-2023,3,Dynamic Soundbox,531,199635.4047,375.9612142,0.595078936,99.78563712,10,4.236548026,0.498357934,90.58233777,9.417662228,0.721487011,0,4.532230917,331,3827,250,2,11978.12428,1,None
M-1388,Hey Coach (Branch 9),Hospitality,Large,North,12-02-2023,10,Dynamic Soundbox,176,84352.8557,479.2775892,0.162600408,96.1272664,4,1.459411851,0.919901366,94.77369619,5.226303808,1.983709856,6,4.687515173,73,3827,250,2,16870.57114,0,None
M-1389,Netmeds (Branch 13),Retail,Medium,East,22-08-2023,4,Soundbox,621,156731.1505,252.3851055,0.871542014,98.58060102,5,1.814465107,0.707160294,90.63297533,9.367024671,3.785165285,0,3.187346041,89,2293,200,2,12538.49204,0,None
M-1390,Levi's (Branch 7),Healthcare,Large,West,26-04-2023,8,mPos,1,684.9418446,684.9418446,0.43884781,99.57697656,3,4.208438292,0.693726061,98.06836745,1.931632546,0.734359379,1,1.558553597,32,5377,300,1.5,164.3860427,0,None
M-1391,Hey Coach (Branch 10),Entertainment,Medium,South,05-02-2023,10,Android Smart Mini POS,450,116132.2715,258.0717145,0.006501147,97.59158044,9,4.255924338,0.936706043,91.76526719,8.23473281,4.950751702,1,2.191676777,315,14224,400,1.8,20903.80888,1,None
M-1392,Flipkart (Branch 11),Food & Beverage,Small,West,11-12-2023,0,Android Smart POS,49,15260.91998,311.4473466,0.134834151,98.48637855,5,3.265848298,0.961297974,92.93083638,7.069163621,4.917618609,1,2.250278934,335,19824,500,1.8,0,1,Low Usage
M-1393,Tata Motors (Branch 10),Hospitality,Large,North,03-03-2023,10,Android Smart POS,474,242105.4133,510.7709141,0.34253923,95.10707175,7,5.142360032,0.145422859,95.32039504,4.679604958,4.4611543,1,3.800136164,33,19824,500,2,48421.08266,0,None
M-1394,Swiggy (Branch 5),E-commerce,Large,Central,22-02-2023,10,mPos,311,263510.8537,847.3017803,0.088636234,96.89380152,0,1.514260561,0.139305867,90.04176743,9.958232571,0.047721463,4,3.348017442,22,5377,300,2.2,65877.71342,0,None
M-1395,Indian Terrain (Branch 10),Healthcare,Small,East,13-04-2023,8,mPos,407,237507.6921,583.556983,0.93437568,96.17868936,6,1.460437082,0.609560822,96.13562357,3.864376431,2.527708617,1,3.776927515,7,5377,300,1.5,57001.8461,0,None
M-1396,FedEx (Branch 7),Food & Beverage,Medium,West,23-05-2023,7,Soundbox,550,225419.5744,409.8537716,0.279300389,97.98995468,7,3.441609848,0.441324171,90.54584991,9.454150085,0.693695936,5,1.19210155,83,2293,200,1.8,23669.05531,0,None
M-1397,Haldiram's (Branch 6),Hospitality,Medium,West,02-07-2023,6,Dynamic Soundbox,332,289101.0026,870.7861525,0.185175939,97.71872673,6,6.303510379,0.508740289,95.78845306,4.21154694,1.971188681,2,2.872711052,240,3827,250,2,34692.12031,1,None
M-1398,Dabur (Branch 8),E-commerce,Medium,Central,23-05-2023,7,mPos,274,162868.9892,594.4123694,0.694028488,99.66529752,10,2.771837251,0.246363152,95.41626203,4.583737969,0.653995557,0,2.962335518,208,5377,300,2.2,28502.07311,1,Low Usage
M-1399,Urban Ladder (Branch 13),Retail,Medium,West,12-09-2023,3,Android Smart POS,533,136494.7502,256.0877114,0.206953152,96.643334,9,4.174128043,0.38210847,94.05608629,5.943913711,0.064883353,0,4.082101117,148,19824,500,2,8189.685011,0,None
M-1400,Spencer's (Branch 8),Food & Beverage,Small,North,28-01-2023,11,Android Smart POS,593,574113.3912,968.150744,0.64095222,98.023675,2,4.320939583,0.088455741,96.56553444,3.434465562,3.010247718,3,4.135843148,99,19824,500,1.8,94728.70955,0,None
M-1401,Netmeds (Branch 14),Education,Small,South,15-07-2023,5,Pin on Mobile,558,525494.8344,941.7470151,0.989934951,97.84828539,4,5.725606879,0.027725325,90.51198695,9.488013055,0.335788912,0,3.924143033,199,0,0,1.2,39412.11258,1,High Costs
M-1402,My Operator (Branch 11),Hospitality,Large,North,09-02-2023,10,Soundbox,619,546256.7913,882.4826999,0.732785972,98.01414771,3,6.206754729,0.163291682,98.38440114,1.615598863,4.736015746,1,4.432713545,72,2293,200,2,109251.3583,0,None
M-1403,Forest Essentials (Branch 8),Hospitality,Medium,West,14-04-2023,8,Dynamic Soundbox,610,412325.9559,675.9441899,0.840600623,95.14495594,8,5.883728703,0.848687927,91.5229431,8.477056899,3.529433091,1,1.586013362,241,3827,250,2,65972.15294,1,None
M-1404,Netmeds (Branch 15),E-commerce,Large,East,05-10-2023,2,Pin on Mobile,489,127078.5118,259.8742572,0.47514718,97.06624007,4,3.66631016,0.045331302,93.25454707,6.745452928,3.782419245,4,2.477914895,101,0,0,2.2,6353.925588,0,None
M-1405,Godrej (Branch 10),Hospitality,Small,North,09-08-2023,4,Android Smart POS,327,212914.1767,651.1136903,0.950681937,95.53341619,5,6.694582534,0.989723133,94.35747823,5.642521773,2.340408105,1,3.579855083,93,19824,500,2,17033.13414,0,None
M-1406,Myntra (Branch 8),E-commerce,Medium,West,15-08-2023,4,Pin on Mobile,407,136426.8384,335.2010771,0.461009849,97.97316218,10,2.985711514,0.510257821,91.17192715,8.828072845,2.260940523,1,3.300621317,300,0,0,2.2,13642.68384,1,Technical Issues
M-1407,BigBazar (Branch 6),Food & Beverage,Large,East,28-12-2023,0,Android Smart POS,585,286106.8485,489.0715358,0.143676436,95.22521526,7,1.877354495,0.237281749,95.15498865,4.845011351,4.943179192,0,1.293777881,259,19824,500,1.8,0,1,Low Usage
M-1408,Oyo (Branch 8),Food & Beverage,Medium,West,07-09-2023,3,Android Smart POS,1,978.6456636,978.6456636,0.990384178,98.18587282,3,1.762715751,0.506170086,94.76246791,5.237532091,2.572232141,1,3.844909126,286,19824,500,1.8,44.03905486,1,Support Issues
M-1409,McDonald's (Branch 10),E-commerce,Large,Central,17-12-2023,0,Pin on Mobile,509,365777.9971,718.6208195,0.877046925,96.86720452,8,2.288884385,0.485741357,98.6466764,1.353323604,2.368009007,2,2.011317781,209,0,0,2.2,0,1,Low Usage
M-1410,ITC (Branch 12),Entertainment,Small,Central,29-01-2023,11,Android Smart Mini POS,518,179306.2946,346.1511479,0.123221012,95.29285638,10,1.106289457,0.878116722,97.28177684,2.718223158,2.839106903,1,1.608682864,185,14224,400,1.8,35502.64634,1,Better Competitor
M-1411,Netmeds (Branch 16),Hospitality,Medium,Central,13-12-2023,0,Dynamic Soundbox,917,265646.5724,289.6909187,0.381070676,98.79534522,6,5.414442699,0.015499917,97.91987122,2.080128776,0.504023924,1,1.562094897,270,3827,250,2,0,1,Better Competitor
M-1412,Coders Brain (Branch 8),Retail,Small,Central,24-01-2023,11,Android Smart POS,522,225107.1685,431.2397864,0.351315545,96.68015772,8,2.960068623,0.242909672,95.47980385,4.520196148,4.502026593,0,4.354310665,318,19824,500,2,49523.57707,1,Better Competitor
M-1413,Qshala (Branch 7),Entertainment,Large,Central,14-01-2023,11,Android Smart Mini POS,383,180864.3064,472.2305651,0.514235483,99.17505325,1,1.952216274,0.412334216,90.67673563,9.323264371,3.777885976,2,2.605815281,123,14224,400,1.8,35811.13268,0,None
M-1414,Myntra (Branch 9),Retail,Medium,East,02-07-2023,6,Dynamic Soundbox,395,184417.4675,466.8796647,0.303605047,97.01342009,10,1.138537736,0.668525138,97.60595077,2.394049231,1.773135472,0,2.479010032,235,3827,250,2,22130.09611,1,Better Competitor
M-1415,Decathlon (Branch 11),Education,Small,South,01-05-2023,8,Pin on Mobile,424,421367.6939,993.791731,0.856143598,96.49153233,4,3.427591997,0.371153046,95.64274718,4.357252821,0.057462348,0,4.053358544,236,0,0,1.2,50564.12327,1,Support Issues
M-1416,Airtel (Branch 10),Education,Small,East,28-02-2023,10,Pin on Mobile,395,267118.1976,676.2486015,0.170643589,96.52574405,8,1.121621234,0.768275948,93.60908838,6.390911622,4.080627868,3,2.142634678,302,0,0,1.2,40067.72964,1,High Costs
M-1417,Masters Union (Branch 3),Hospitality,Medium,North,24-08-2023,4,Soundbox,607,233568.6824,384.7918986,0.555796241,98.95867745,6,3.035875577,0.529768468,96.00227118,3.997728824,1.752112859,0,4.97793153,82,2293,200,2,18685.49459,0,None
M-1418,Oyo (Branch 9),Hospitality,Large,West,17-05-2023,7,Android Smart POS,343,99294.36928,289.4879571,0.63153691,96.18774959,2,2.665716998,0.898238598,94.20410783,5.795892166,1.960640735,2,1.100145345,108,19824,500,2,13901.2117,0,None
M-1419,Subway (Branch 15),E-commerce,Large,North,12-06-2023,6,Pin on Mobile,550,378743.7967,688.6250849,0.318563098,98.78479784,2,6.744943186,0.458628487,91.87467951,8.125320492,3.534984818,0,2.137681296,61,0,0,2.2,56811.5695,0,None
M-1420,Marico (Branch 8),E-commerce,Medium,Central,20-02-2023,10,Pin on Mobile,156,34717.36973,222.5472419,0.449895856,98.19172061,2,5.892451848,0.267455383,94.62232149,5.377678513,3.310047823,0,4.185129753,306,0,0,2.2,8679.342433,1,Technical Issues
M-1421,Subway (Branch 16),Education,Small,East,12-09-2023,3,Pin on Mobile,578,216293.4348,374.2100948,0.176623426,96.75578235,1,2.101969233,0.009953626,94.24478787,5.755212126,2.143227847,3,1.935470975,56,0,0,1.2,9733.204567,0,None
M-1422,Xiomi (Branch 9),Hospitality,Medium,East,12-08-2023,4,Android Smart POS,780,602336.0499,772.2257051,0.86079489,95.04695517,3,6.798515901,0.341412253,98.91358016,1.086419835,1.263097303,0,2.42304286,183,19824,500,2,48186.884,1,Low Usage
M-1423,Spencer's (Branch 9),Entertainment,Small,Central,20-04-2023,8,Android Smart Mini POS,415,291846.9819,703.2457396,0.227714539,97.29572952,5,1.953565301,0.496999699,90.81102709,9.188972913,4.70864035,0,3.552225833,217,14224,400,1.8,42025.9654,1,Better Competitor
M-1424,Decathlon (Branch 12),Healthcare,Large,West,26-04-2023,8,Android Smart POS,342,285150.2713,833.772723,0.06204526,95.39999508,3,2.790964677,0.514188181,93.65647321,6.343526795,0.224081553,3,3.314301646,252,19824,500,1.5,68436.06511,1,None
M-1425,Haldiram's (Branch 7),Retail,Large,East,20-05-2023,7,Android Smart POS,315,129067.231,409.7372414,0.491153174,97.05426101,7,3.888777506,0.654848062,91.7034615,8.296538498,2.667538313,0,2.271904198,219,19824,500,2,18069.41235,1,Support Issues
M-1426,Pepperfry (Branch 8),E-commerce,Medium,South,27-06-2023,6,mPos,359,96969.00687,270.1086542,0.616380026,96.25841391,8,4.186915396,0.94180336,95.15355521,4.846444792,4.619172182,5,4.575559896,50,5377,300,2.2,14545.35103,0,None
M-1427,More (Branch 7),Entertainment,Medium,Central,03-06-2023,7,Android Smart Mini POS,240,58945.26617,245.6052757,0.380783735,99.42571267,4,6.586948547,0.394841,93.85358119,6.146418813,2.892800276,1,2.851749334,244,14224,400,1.8,7427.103538,1,None
M-1428,Godrej (Branch 11),Healthcare,Small,West,25-07-2023,5,mPos,466,183348.4154,393.4515352,0.035622866,96.35042008,6,5.161158563,0.426036163,94.65183316,5.348166835,4.586477983,2,2.054936748,286,5377,300,1.5,27502.26231,1,Support Issues
M-1429,Lenskart (Branch 8),E-commerce,Large,Central,03-04-2023,9,mPos,606,271622.6948,448.2222686,0.647808798,95.29993638,1,5.918431246,0.380663004,94.74814974,5.251850261,0.146588044,1,1.233057254,175,5377,300,2.2,61115.10633,0,None
M-1430,Spencer's (Branch 10),Education,Large,South,23-10-2023,2,Pin on Mobile,409,397371.0726,971.5674146,0.879031972,98.15770942,11,3.230805986,0.618022279,95.17896834,4.821031661,1.971209939,0,3.295645624,218,0,0,1.2,11921.13218,1,High Costs
M-1431,Dominos (Branch 11),Entertainment,Large,West,18-05-2023,7,Android Smart Mini POS,168,51711.19449,307.8047291,0.965152552,97.94586925,6,4.420226733,0.703618994,92.88232798,7.117672019,4.621357617,4,1.461170288,86,14224,400,1.8,6515.610506,0,None
M-1432,Marico (Branch 9),Education,Large,North,25-09-2023,3,Android Smart Mini POS,1,262.1963551,262.1963551,0.261850531,99.67127859,2,1.664419747,0.305018649,90.32276159,9.677238414,0.744436013,0,2.808306283,102,14224,400,1.2,11.79883598,0,None
M-1433,Flipkart (Branch 12),E-commerce,Small,South,19-03-2023,9,Pin on Mobile,785,495820.4085,631.6183548,0.182997717,97.14981232,4,1.89219591,0.723828682,91.68091575,8.319084254,3.692749372,4,2.917409157,287,0,0,2.2,111559.5919,1,Low Usage
M-1434,Zomato (Branch 5),Healthcare,Small,South,31-07-2023,5,mPos,591,133760.2248,226.3286376,0.296174315,99.26751124,7,1.109957011,0.545253446,96.55043102,3.449568977,3.109280427,3,3.768122781,11,5377,300,1.5,20064.03372,0,None
M-1435,Hey Coach (Branch 11),Education,Small,East,18-12-2023,0,Android Smart Mini POS,684,490121.9338,716.5525348,0.402418494,97.31235464,6,2.633312805,0.342076796,98.37665457,1.623345433,2.892558962,2,1.715847269,189,14224,400,1.2,0,1,Low Usage
M-1436,Biitcode (Branch 9),Retail,Small,South,15-01-2023,11,Android Smart POS,517,325386.8243,629.3749019,0.024067038,96.24273883,11,2.864179948,0.987088538,92.66010965,7.339890354,4.482894244,0,1.990469596,185,19824,500,2,71585.10134,1,Better Competitor
M-1437,Croma (Branch 12),E-commerce,Large,West,05-08-2023,4,mPos,442,426832.8771,965.6852423,0.690974151,99.34597626,9,6.05826062,0.710875628,94.56999557,5.430004425,3.129330548,1,3.802027983,362,5377,300,2.2,42683.28771,1,High Costs
M-1438,Xiomi (Branch 10),Healthcare,Small,North,13-05-2023,7,mPos,873,689338.8926,789.6207246,0.662247548,97.68086403,4,6.289887727,0.448926709,90.54992661,9.450073392,4.222781879,3,1.55418977,171,5377,300,1.5,144761.1674,0,None
M-1439,Dominos (Branch 12),Hospitality,Small,North,06-09-2023,3,Android Smart POS,588,496052.4619,843.6266359,0.911183589,97.80551065,2,6.036829254,0.745141548,90.52988943,9.470110573,1.047072948,1,3.229110253,246,19824,500,2,29763.14771,1,Technical Issues
M-1440,Airtel (Branch 11),Healthcare,Large,East,02-02-2023,11,mPos,336,306976.473,913.6204552,0.869182864,99.88975568,4,4.511098849,0.751191636,91.82404716,8.175952843,3.337644091,3,4.323170891,142,5377,300,1.5,101302.2361,0,None
M-1441,Flipkart (Branch 13),Education,Large,North,23-07-2023,5,Android Smart Mini POS,555,296038.3819,533.4024898,0.716359786,99.41389403,3,6.515777292,0.9462329,94.35725214,5.642747856,1.872754817,0,2.131127222,94,14224,400,1.2,22202.87864,0,None
M-1442,Biitcode (Branch 10),Retail,Large,Central,03-03-2023,10,Soundbox,618,531696.0111,860.3495325,0.450597129,96.90013747,5,2.438678433,0.372426751,90.99941749,9.000582514,4.855527542,0,2.411224037,200,2293,200,2,106339.2022,1,None
M-1443,Haldiram's (Branch 8),Entertainment,Large,East,12-09-2023,3,Android Smart POS,540,338206.595,626.3085093,0.035503369,99.65912107,5,1.826713124,0.041724793,93.4166382,6.583361802,3.113805962,0,1.447359219,167,19824,500,1.8,18263.15613,0,None
M-1444,Biitcode (Branch 11),Hospitality,Small,East,18-06-2023,6,Soundbox,350,78847.36435,225.2781839,0.852304526,95.67399626,6,6.336468586,0.913608024,94.14630394,5.853696057,4.033908562,3,4.298727537,349,2293,200,2,9461.683722,1,None
M-1445,Myntra (Branch 10),Entertainment,Large,South,05-08-2023,4,Android Smart POS,426,283750.6732,666.0813926,0.639998904,95.00420072,4,4.104059235,0.19480408,95.4982672,4.501732802,4.053099331,2,3.343569383,32,19824,500,1.8,20430.04847,0,None
M-1446,Amazon (Branch 11),Retail,Small,South,21-05-2023,7,Dynamic Soundbox,110,66406.9721,603.6997463,0.366895662,98.66898928,0,6.24563216,0.882885307,92.04928842,7.950711579,4.479545694,0,3.90702423,84,3827,250,2,9296.976094,0,None
M-1447,Zomato (Branch 6),Healthcare,Large,North,09-09-2023,3,mPos,285,170155.7369,597.0376733,0.621261756,97.64556324,1,1.824960127,0.017620003,94.011236,5.988764002,4.539172144,4,2.221066152,308,5377,300,1.5,15314.01632,1,None
M-1448,FedEx (Branch 8),Healthcare,Large,West,01-09-2023,4,Android Smart POS,841,177028.5661,210.4977004,0.315785383,98.82122865,3,5.02514622,0.731739974,97.30629692,2.693703075,3.916178594,0,4.934393316,236,19824,500,1.5,21243.42793,1,Better Competitor
M-1449,Amazon (Branch 12),Healthcare,Medium,East,07-06-2023,6,Android Smart POS,871,315489.5851,362.2153675,0.292812855,98.39845603,4,3.263714346,0.660187997,92.96937019,7.030629812,4.385793541,2,1.430314811,0,19824,500,1.5,56788.12532,0,None
M-1450,More (Branch 8),Hospitality,Small,North,20-12-2023,0,Soundbox,504,307874.4085,610.8619217,0.177446147,97.77088279,5,3.634259563,0.127443056,94.17899387,5.821006126,0.821996526,6,2.723902099,50,2293,200,2,0,0,None
M-1451,Biitcode (Branch 12),Healthcare,Large,West,08-06-2023,6,mPos,397,292410.4341,736.5502117,0.449130566,99.36413789,7,5.328817227,0.550336498,97.0751738,2.924826198,1.413278264,0,1.735648205,209,5377,300,1.5,52633.87813,1,None
M-1452,FedEx (Branch 9),Hospitality,Small,West,18-07-2023,5,Android Smart POS,854,393625.4867,460.9197737,0.613584185,95.25557043,7,1.595760078,0.701754772,93.31262735,6.687372653,3.356670156,2,1.688670582,26,19824,500,2,39362.54867,0,None
M-1453,Swiggy (Branch 6),Healthcare,Medium,North,01-05-2023,8,mPos,549,408533.8927,744.1418811,0.364436245,95.72044705,1,5.77467401,0.98336756,90.2294225,9.770577499,3.450100687,0,2.055831334,60,5377,300,1.5,98048.13425,0,None
M-1454,Rudralife (Branch 6),Entertainment,Small,West,20-11-2023,1,Android Smart Mini POS,328,104362.6539,318.1788227,0.314909548,97.90412252,3,3.150413432,0.020661852,90.87217591,9.127824088,1.452516236,0,3.242627414,298,14224,400,1.8,1878.527769,1,None
M-1455,Zomato (Branch 7),Entertainment,Small,East,11-02-2023,10,Android Smart Mini POS,556,200737.9502,361.0394788,0.446810254,99.68537936,7,2.663763381,0.683823027,97.76194329,2.23805671,2.397057574,3,2.719567441,234,14224,400,1.8,36132.83104,1,Low Usage
M-1456,Levi's (Branch 8),E-commerce,Medium,West,21-02-2023,10,mPos,343,151360.0186,441.282853,0.080224292,99.60322475,0,4.291233952,0.787833188,95.92521383,4.07478617,2.571271395,2,1.621481424,69,5377,300,2.2,37840.00465,0,None
M-1457,Subway (Branch 17),Healthcare,Large,North,30-06-2023,6,mPos,358,251778.0043,703.2905148,0.782229,98.35672136,2,3.07677124,0.042912273,96.47529204,3.524707961,4.762929907,2,2.056441561,180,5377,300,1.5,45320.04077,0,None
M-1458,Dabur (Branch 9),Education,Large,East,21-08-2023,4,Android Smart Mini POS,462,395779.4297,856.6654323,0.577130451,96.0906657,2,1.240663883,0.553398195,91.19517043,8.804829565,1.713670137,3,1.327293308,198,14224,400,1.2,23746.76578,1,Technical Issues
M-1459,More (Branch 9),Education,Small,West,25-11-2023,1,Android Smart Mini POS,504,160386.5626,318.2273068,0.745567952,98.117069,3,6.221965562,0.419694923,95.89118863,4.108811372,2.520355019,1,3.909414068,213,14224,400,1.2,2405.798439,1,Technical Issues
M-1460,Swiggy (Branch 7),Food & Beverage,Large,East,10-06-2023,6,Soundbox,323,180397.0142,558.5046879,0.324603203,95.53540395,8,3.50193162,0.764287232,93.554775,6.445225004,3.250896111,0,4.190058238,356,2293,200,1.8,16235.73128,1,Technical Issues
M-1461,FedEx (Branch 10),Food & Beverage,Small,Central,01-01-2024,0,Soundbox,725,293542.0951,404.8856484,0.222446168,95.97953031,6,2.383890845,0.085240298,92.82390279,7.176097213,3.289236195,2,2.474080369,354,2293,200,1.8,0,1,High Costs
M-1462,Dabur (Branch 10),Education,Medium,East,20-08-2023,4,Pin on Mobile,305,155771.5115,510.7262671,0.959984908,98.76364054,0,2.248523289,0.384189152,94.89611062,5.103889378,3.06492931,4,4.070424078,104,0,0,1.2,9346.290688,0,None
M-1463,Levi's (Branch 9),Food & Beverage,Medium,South,18-12-2023,0,Soundbox,471,105608.4118,224.2216811,0.300563885,98.90688987,2,2.537521685,0.059272787,93.03755021,6.962449794,2.300098839,5,3.748095352,283,2293,200,1.8,0,1,Better Competitor
M-1464,Hey Coach (Branch 12),Food & Beverage,Small,West,08-07-2023,5,Android Smart POS,502,162947.9678,324.5975455,0.128078509,95.05962489,1,4.781432874,0.359022617,90.94669456,9.053305436,1.614188889,0,4.359432014,87,19824,500,1.8,12221.09759,0,None
M-1465,Swiggy (Branch 8),E-commerce,Large,South,11-01-2023,11,mPos,251,166406.5454,662.9742844,0.635738832,95.66296822,0,6.587833874,0.219199803,96.59934653,3.400653467,2.590669567,1,1.046084048,243,5377,300,2.2,45761.79998,1,Support Issues
M-1466,More (Branch 10),Hospitality,Large,South,15-02-2023,10,Dynamic Soundbox,48,38862.27699,809.6307707,0.524518943,95.06449758,6,5.41742558,0.73221756,91.48633841,8.513661591,4.783300442,1,1.458943845,128,3827,250,2,7772.455399,0,None
M-1467,Sqraeboat (Branch 10),Healthcare,Large,South,26-01-2023,11,mPos,198,88566.87189,447.3074338,0.687680541,97.78873946,9,1.981394484,0.063489695,97.69054583,2.309454169,2.819730641,0,3.596381095,170,5377,300,1.5,29227.06772,0,None
M-1468,Britannia (Branch 7),E-commerce,Large,East,18-03-2023,9,mPos,736,435471.391,591.6730856,0.967164055,99.65480841,0,6.903034051,0.866448781,98.18596432,1.814035683,1.086393894,3,4.851146035,272,5377,300,2.2,97981.06298,1,Better Competitor
M-1469,Xiomi (Branch 11),Hospitality,Small,North,27-09-2023,3,Dynamic Soundbox,667,510492.0059,765.3553312,0.616088119,99.33580859,6,6.456826416,0.43425976,90.8494758,9.150524196,3.632799541,1,2.347714691,59,3827,250,2,30629.52036,0,None
M-1470,Croma (Branch 13),Entertainment,Large,West,02-03-2023,10,Android Smart POS,655,136099.0231,207.7847681,0.369604298,97.97306368,7,3.716503911,0.777986119,93.82912499,6.170875006,0.769314847,0,2.316050455,180,19824,500,1.8,24497.82416,0,None
M-1471,IKEA (Branch 15),Food & Beverage,Small,East,28-05-2023,7,Soundbox,588,266625.1346,453.4441065,0.896508235,95.15698261,5,5.780504304,0.751546307,90.71522553,9.28477447,4.751255968,1,3.812254151,49,2293,200,1.8,27995.63914,0,None
M-1472,Netmeds (Branch 17),E-commerce,Small,West,16-04-2023,8,mPos,282,238174.0014,844.5886575,0.617054246,95.66337201,4,3.243996202,0.810409933,95.11519541,4.884804586,0.543243896,0,3.069862215,140,5377,300,2.2,47634.80028,0,None
M-1473,Hey Coach (Branch 13),Education,Large,South,03-08-2023,5,Android Smart Mini POS,367,201488.0308,549.0137078,0.43334203,99.43621942,9,2.571459351,0.607722748,95.18319421,4.816805793,1.984257352,5,4.962782264,314,14224,400,1.2,15111.60231,1,Low Usage
M-1474,Amazon (Branch 13),Retail,Medium,East,01-05-2023,8,Soundbox,723,160573.1275,222.0928458,0.810427369,96.46988182,6,1.76021107,0.113334085,96.11887333,3.881126672,4.98808418,0,1.813223884,68,2293,200,2,25691.7004,0,None
M-1475,Tata Motors (Branch 11),Food & Beverage,Medium,Central,17-12-2023,0,Soundbox,669,663414.2684,991.6506255,0.115834658,95.63677903,6,3.236056573,0.733314661,93.64924326,6.350756744,3.138033607,0,4.079432023,190,2293,200,1.8,0,1,Low Usage
M-1476,Airtel (Branch 12),Retail,Medium,South,15-06-2023,6,Soundbox,271,162634.4726,600.127205,0.800509646,97.39407166,7,5.83289016,0.426334905,98.99417637,1.005823631,2.179141171,1,3.970372739,224,2293,200,2,19516.13671,1,Low Usage
M-1477,McDonald's (Branch 11),Food & Beverage,Large,West,29-12-2023,0,Android Smart Mini POS,283,131714.428,465.4220072,0.460742217,99.68185638,6,2.373149655,0.190968898,94.67095911,5.329040892,3.362556846,1,1.177329003,192,14224,400,1.8,0,1,None
M-1478,Dabur (Branch 11),Healthcare,Small,North,13-10-2023,2,Android Smart POS,103,79319.97694,770.0968635,0.511160596,95.78575962,3,6.366792276,0.292905675,96.58017998,3.419820019,3.899578896,1,3.463342062,187,19824,500,1.5,4759.198616,1,Technical Issues
M-1479,KC Overseas Education (Branch 7),Food & Beverage,Medium,East,07-11-2023,1,Soundbox,610,452951.4952,742.5434347,0.463383486,97.14449659,0,3.170844208,0.994173792,91.00052399,8.999476005,2.951076178,6,3.72672636,87,2293,200,1.8,6794.272428,0,None
M-1480,Dabur (Branch 12),Education,Large,North,03-01-2023,12,Pin on Mobile,553,438206.5068,792.4168296,0.764939318,97.48218963,6,5.887472356,0.836193098,93.2443805,6.755619505,2.001722591,2,4.467773984,173,0,0,1.2,78877.17122,0,None
M-1481,Lenskart (Branch 9),Hospitality,Medium,East,22-07-2023,5,Soundbox,699,216363.3112,309.532634,0.724913143,95.785121,8,3.755826874,0.135228654,92.83320744,7.166792565,1.600465545,4,3.801540533,310,2293,200,2,21636.33112,1,Better Competitor
M-1482,Reliance (Branch 13),Hospitality,Small,Central,02-04-2023,9,Dynamic Soundbox,406,237165.7371,584.1520619,0.268032966,96.86634703,5,3.127976511,0.060430677,94.19981221,5.800187793,4.97314644,4,3.19115334,286,3827,250,2,42689.83268,1,High Costs
M-1483,Lenskart (Branch 10),E-commerce,Medium,West,09-03-2023,9,mPos,320,300915.6076,940.3612738,0.058629559,95.05662578,1,3.004473373,0.546802026,90.92171811,9.078281892,3.213472083,3,2.300589785,68,5377,300,2.2,67706.01172,0,None
M-1484,Coders Brain (Branch 9),Education,Large,West,14-03-2023,9,Pin on Mobile,452,233449.1317,516.4803799,0.58731981,97.79272911,4,5.49860535,0.67037591,92.49126117,7.508738826,1.278218358,5,1.375309226,105,0,0,1.2,31515.63278,0,None
M-1485,FedEx (Branch 11),Healthcare,Small,South,13-09-2023,3,mPos,447,283631.557,634.522499,0.306408395,98.39761703,4,3.915817885,0.161975285,97.53649034,2.463509657,3.984060593,0,1.610929578,285,5377,300,1.5,25526.84013,1,None
M-1486,Flipkart (Branch 14),E-commerce,Medium,East,10-11-2023,1,Pin on Mobile,583,258320.9868,443.0891712,0.74186686,98.49861327,5,2.768139913,0.550816325,95.646736,4.353263999,2.405659054,2,4.402402193,200,0,0,2.2,6458.02467,1,Support Issues
